peak_group,group_two_theta,frame_count,frame_coverage_fraction,longest_consecutive_run,median_position,position_mad_deg,pressure_position_slope_deg_per_gpa,max_roi_area,mean_confidence_tier,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,frames_present
597,22.867915,11,0.647059,3,22.8673,0.00799836,-0.000413059,0.00103128,2.8125,13,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1GPa;1.3GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;13.3GPa;15.6GPa
598,22.899293,6,0.352941,3,22.8929,0,-0.000179209,0.00239158,2.75,6,2,0,matched;micro;raw;residual;shoulder,2;5;8,1GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;8.5GPa
599,22.931405,10,0.588235,4,22.9294,0.00488166,0.000102597,0.00188913,2.28571,4,10,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;9.8GPa;10.4GPa;13.3GPa
600,22.956818,10,0.588235,7,22.9574,0.00129747,0.000821106,0.00131428,2.54545,6,5,0,matched;micro;raw;residual;shoulder,2;5,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;7.4GPa;15.6GPa
601,22.991285,9,0.529412,3,23.0135,0.00587089,-0.00117566,0.000964281,2.36364,4,7,0,bump;matched;micro;raw;residual;shoulder,2,0.7GPa;1.3GPa;3.9GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa
602,23.045985,10,0.588235,3,23.051,0.0045683,-0.000610318,0.00134176,2.84615,11,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa
603,23.075327,9,0.529412,3,23.0827,0.000984114,-0.00019975,0.00232583,2.63636,7,4,0,bump;matched;micro;raw;shoulder,2;3;5;8,1GPa;1.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;15.6GPa
604,23.103817,8,0.470588,4,23.0985,0.000807978,0.000302377,0.00238829,2.88889,8,1,0,matched;micro;raw;shoulder,2;3;5,0.7GPa;2.3GPa;2.4GPa_decomp;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa
605,23.131958,10,0.588235,5,23.1398,0.00618425,-0.00121475,0.0014872,2.53846,7,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa
606,23.166929,5,0.294118,3,23.1618,0,2.15219e-05,0.00101368,2.4,2,3,0,bump;matched;raw;residual;shoulder,2;3,1.5GPa;2.3GPa;2.4GPa_decomp;7.4GPa;15.6GPa
607,23.200952,10,0.588235,5,23.2025,0.00667631,-0.000397098,0.000956285,2.35714,5,9,0,bump;matched;micro;raw;shoulder,2;3;5,1GPa;1.3GPa;3.9GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
608,23.242852,10,0.588235,4,23.2408,0.0111099,-0.000832802,0.00204896,2.46154,6,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;12.8GPa
609,23.273277,7,0.411765,3,23.2725,0.00752576,-8.11137e-05,0.00229053,2.90909,10,1,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;2.3GPa;5GPa;8.5GPa;9.8GPa;10.4GPa
610,23.308654,10,0.588235,4,23.3061,0.00701169,-0.00126962,0.00227818,2.78571,11,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa
611,23.337686,10,0.588235,4,23.3361,0.000357394,-0.000779267,0.00246541,2.75,9,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5,1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa
612,23.375730,7,0.411765,3,23.3727,0.00539829,0.000664051,0.00252659,3,8,0,0,bump;matched;micro;raw;shoulder,2;3;8,1GPa;1.5GPa;2.3GPa;6.2GPa;9.8GPa;10.4GPa;12.8GPa
613,23.407666,9,0.529412,6,23.4148,0,-0.000534427,0.00423333,2.53846,7,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;12.8GPa;15.6GPa
614,23.443530,12,0.705882,5,23.4464,0.00183613,7.50647e-06,0.00354943,2.73333,11,4,0,bump;matched;micro;raw;residual;shoulder,2;5,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa
615,23.467458,10,0.588235,3,23.4763,0.00174806,-0.000385412,0.00251589,2.45455,5,6,0,bump;matched;micro;raw;shoulder,2;8,0.7GPa;1GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa
616,23.501489,7,0.411765,2,23.5044,0.00533224,0.000136778,0.00176913,2.66667,6,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5,2.3GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;15.6GPa
617,23.534252,11,0.647059,5,23.5324,0.00689904,-0.000377629,0.00406488,2.66667,10,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;15.6GPa
618,23.568904,9,0.529412,7,23.5605,0.00331486,0.000425773,0.00462431,2.72727,8,3,0,bump;matched;micro;raw;shoulder,2;3;5,2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
619,23.608418,12,0.705882,6,23.6046,0.011962,-0.000213352,0.00299741,2.61905,13,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa
620,23.651548,5,0.294118,1,23.6441,0.00790773,0.000170006,0.00337707,2.75,6,2,0,bump;matched;micro;raw;residual;shoulder,2,1GPa;2.4GPa_decomp;6.2GPa;9.8GPa;12.8GPa
621,23.671823,13,0.764706,6,23.6702,0.00239679,5.00247e-05,0.00289931,2.64286,9,5,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa
622,23.706159,5,0.294118,2,23.708,0.00730303,0.000101884,0.00206022,2.66667,4,2,0,matched;micro;raw;shoulder,3;5,1.5GPa;2.3GPa;6.6GPa;7.4GPa;12.8GPa
623,23.735142,9,0.529412,5,23.7311,0.00237478,-0.00079949,0.00245556,2.7,7,3,0,matched;micro;raw;shoulder,2;3,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
624,23.764485,10,0.588235,6,23.7786,0.00627232,0.000402867,0.00248299,2.84615,11,2,0,matched;micro;raw;shoulder,2;5,0.7GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa
625,23.798081,4,0.235294,2,23.7944,0,0.000125614,0.00226247,2.25,1,3,0,matched;raw;shoulder,8,3.9GPa;6.2GPa;6.6GPa;8.5GPa
